"useast.newsdemon.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"usenetnl-ams-flatrate-v2.xennanews.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"usenetnl-ams-v2.xennanews.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"usenet.premiumize.me","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"usenet.premium.to","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"usnews.blocknews.net","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"us.newsdemon.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"us.newsgroupdirect.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"us.newsleecher.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"usnews.usenetnow.net","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"usnews-v6.usenetnow.net","IPv6-only","TLSv1.3","OK","OK","OK","-","-"
"us-secure.maximumusenet.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"us-secure.newsdemon.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"us.sslusenet.com","IPv4-IPv6","TLSv1.3","OK","OK","OK","-","-"
"us.thundernews.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"uswest.newsdemon.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
"west.usenetserver.com","IPv4-only","TLSv1.3","OK","OK","OK","-","-"
